Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,implied_base_sales,cost,capped_sales,capped_profit,profit_delta
First Class,Home Office,United States,Cleveland,Ohio,44105,East,Technology,Phones,122.382,3,0.4,-24.4764,203.97000000000003,146.85840000000002,163.17600000000004,16.317600000000027,40.794000000000025
Second Class,Consumer,United States,Cleveland,Ohio,44105,East,Technology,Phones,155.37,1,0.4,-36.253,258.95000000000005,191.623,207.16000000000005,15.537000000000063,51.79000000000006
Standard Class,Home Office,United States,Cleveland,Ohio,44105,East,Technology,Phones,210.564,6,0.4,-52.641,350.94,263.205,280.752,17.547000000000025,70.18800000000002
Second Class,Consumer,United States,Cleveland,Ohio,44105,East,Technology,Phones,431.976,4,0.4,-100.7944,719.96,532.7704,575.9680000000001,43.19760000000008,143.99200000000008
Standard Class,Consumer,United States,Cleveland,Ohio,44105,East,Technology,Phones,779.796,2,0.4,-168.9558,1299.66,948.7518,1039.728,90.97620000000006,259.9320000000001
Second Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Bookcases,35.49,1,0.5,-15.6156,70.98,51.1056,56.784000000000006,5.6784000000000034,21.294000000000004
Second Class,Home Office,United States,Columbus,Ohio,43229,East,Furniture,Bookcases,86.97,3,0.5,-48.7032,173.94,135.6732,139.15200000000002,3.4788000000000068,52.18200000000001
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Furniture,Bookcases,302.45,5,0.5,-199.617,604.9,502.067,483.92,-18.14699999999999,181.47
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Chairs,47.992,2,0.3,-2.0568,68.56,50.0488,54.848000000000006,4.799200000000006,6.856000000000006
First Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Chairs,99.372,2,0.3,-7.098,141.96,106.47,113.56800000000001,7.098000000000013,14.196000000000012
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Chairs,127.554,3,0.3,-9.111,182.22000000000003,136.665,145.77600000000004,9.111000000000047,18.222000000000047
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Chairs,155.372,2,0.3,-13.3176,221.96000000000004,168.6896,177.56800000000004,8.878400000000028,22.196000000000026
Standard Class,Home Office,United States,Columbus,Ohio,43229,East,Furniture,Chairs,281.372,2,0.3,-12.0588,401.96000000000004,293.43080000000003,321.56800000000004,28.137200000000007,40.196000000000005
First Class,Corporate,United States,Columbus,Ohio,43229,East,Furniture,Chairs,317.058,3,0.3,-86.0586,452.94,403.1166,362.35200000000003,-40.76459999999997,45.294000000000025
Same Day,Corporate,United States,Columbus,Ohio,43229,East,Furniture,Chairs,458.43,5,0.3,-137.529,654.9000000000001,595.9590000000001,523.9200000000001,-72.03899999999999,65.49000000000001
Same Day,Corporate,United States,Columbus,Ohio,43229,East,Furniture,Chairs,611.058,3,0.3,-34.9176,872.94,645.9756,698.3520000000001,52.3764000000001,87.2940000000001
Second Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Chairs,909.72,6,0.3,-51.984,1299.6000000000001,961.7040000000001,1039.68,77.976,129.96
Standard Class,Home Office,United States,Columbus,Ohio,43229,East,Furniture,Tables,205.176,2,0.4,-58.1332,341.96,263.3092,273.568,10.258800000000008,68.39200000000001
Same Day,Corporate,United States,Columbus,Ohio,43229,East,Furniture,Tables,328.59,3,0.4,-147.8655,547.65,476.4555,438.12,-38.33549999999997,109.53000000000003
Second Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,2.502,3,0.7,-2.0016,8.339999999999998,4.5036,6.671999999999999,2.168399999999999,4.169999999999999
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,2.862,3,0.7,-2.2896,9.54,5.1516,7.632,2.4803999999999995,4.77
Standard Class,Home Office,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,3.132,2,0.7,-2.61,10.44,5.742,8.352,2.6100000000000003,5.220000000000001
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,3.318,2,0.7,-2.6544,11.059999999999999,5.9724,8.847999999999999,2.8755999999999986,5.5299999999999985
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,5.193,3,0.7,-3.462,17.309999999999995,8.655,13.847999999999997,5.192999999999998,8.654999999999998
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,5.484,4,0.7,-4.0216,18.279999999999998,9.505600000000001,14.623999999999999,5.118399999999998,9.139999999999997
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,6.528,4,0.7,-4.5696,21.759999999999994,11.0976,17.407999999999998,6.310399999999998,10.879999999999999
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,6.732,6,0.7,-4.488,22.439999999999998,11.22,17.951999999999998,6.7319999999999975,11.219999999999999
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,7.236,3,0.7,-6.03,24.119999999999994,13.266,19.295999999999996,6.029999999999996,12.059999999999995
Standard Class,Home Office,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,7.488,8,0.7,-5.2416,24.959999999999997,12.729600000000001,19.968,7.238399999999999,12.479999999999999
First Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,11.76,5,0.7,-7.84,39.199999999999996,19.6,31.36,11.759999999999998,19.599999999999998
Standard Class,Home Office,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,12.957,7,0.7,-9.5018,43.19,22.4588,34.552,12.0932,21.595
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,13.71,5,0.7,-10.054,45.699999999999996,23.764000000000003,36.559999999999995,12.795999999999992,22.849999999999994
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,18.264,2,0.7,-13.3936,60.87999999999999,31.6576,48.70399999999999,17.046399999999995,30.439999999999994
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,20.856,8,0.7,-16.6848,69.52,37.540800000000004,55.616,18.075199999999995,34.75999999999999
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,29.94,4,0.7,-23.952,99.79999999999998,53.892,79.83999999999999,25.947999999999986,49.89999999999999
Second Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,32.07,5,0.7,-22.449,106.89999999999999,54.519000000000005,85.52,31.00099999999999,53.44999999999999
Second Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,76.776,4,0.7,-58.8616,255.91999999999996,135.6376,204.736,69.0984,127.96000000000001
Second Class,Consumer,United States,Columbus,Ohio,43229,East,Technology,Copiers,659.988,2,0.4,109.998,1099.9800000000002,549.99,879.9840000000003,329.99400000000026,219.99600000000027
First Class,Consumer,United States,Columbus,Ohio,43229,East,Technology,Copiers,1439.976,4,0.4,191.9968,2399.9600000000005,1247.9792000000002,1919.9680000000005,671.9888000000003,479.9920000000003
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Technology,Machines,30.345,7,0.7,-24.276,101.14999999999998,54.620999999999995,80.91999999999999,26.298999999999992,50.57499999999999
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Technology,Machines,101.994,2,0.7,-71.3958,339.97999999999996,173.38979999999998,271.984,98.5942,169.99
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Technology,Phones,36.738,1,0.4,-9.1845,61.230000000000004,45.9225,48.98400000000001,3.0615000000000094,12.24600000000001
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Technology,Phones,44.376,2,0.4,-7.396,73.96,51.772,59.168,7.396000000000001,14.792000000000002
First Class,Corporate,United States,Columbus,Ohio,43229,East,Technology,Phones,59.97,5,0.4,-11.994,99.95,71.964,79.96000000000001,7.996000000000009,19.99000000000001
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Technology,Phones,107.982,3,0.4,-26.9955,179.97,134.9775,143.976,8.998500000000007,35.99400000000001
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Technology,Phones,179.94,2,0.4,-44.985,299.90000000000003,224.925,239.92000000000004,14.995000000000033,59.98000000000003
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Technology,Phones,220.752,8,0.4,-40.4712,367.92,261.2232,294.336,33.11279999999999,73.584
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Technology,Phones,235.152,8,0.4,-47.0304,391.92,282.1824,313.53600000000006,31.353600000000085,78.38400000000009
Same Day,Corporate,United States,Columbus,Ohio,43229,East,Technology,Phones,1049.97,5,0.4,-209.994,1749.95,1259.964,1399.96,139.9960000000001,349.9900000000001
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Technology,Phones,1889.946,9,0.4,-377.9892,3149.91,2267.9352,2519.928,251.9928,629.982
Second Class,Consumer,United States,Cuyahoga Falls,Ohio,44221,East,Office Supplies,Binders,2.214,3,0.7,-1.476,7.379999999999999,3.69,5.904,2.214,3.69
Standard Class,Consumer,United States,Cuyahoga Falls,Ohio,44221,East,Office Supplies,Binders,18.528,4,0.7,-12.352,61.759999999999984,30.88,49.40799999999999,18.527999999999988,30.87999999999999
Second Class,Corporate,United States,Dublin,Ohio,43017,East,Furniture,Tables,1048.35,5,0.4,-69.89,1747.25,1118.24,1397.8000000000002,279.5600000000002,349.45000000000016
First Class,Consumer,United States,Dublin,Ohio,43017,East,Office Supplies,Binders,3.798,2,0.7,-2.6586,12.659999999999998,6.4566,10.128,3.6714,6.33
First Class,Consumer,United States,Dublin,Ohio,43017,East,Office Supplies,Binders,19.776,4,0.7,-13.8432,65.91999999999999,33.6192,52.73599999999999,19.11679999999999,32.959999999999994
First Class,Consumer,United States,Dublin,Ohio,43017,East,Technology,Machines,479.988,4,0.7,-383.9904,1599.9599999999998,863.9784,1279.9679999999998,415.9895999999999,799.9799999999999
First Class,Consumer,United States,Dublin,Ohio,43017,East,Technology,Phones,158.376,4,0.4,-34.3148,263.96000000000004,192.6908,211.16800000000003,18.47720000000004,52.79200000000004
Second Class,Corporate,United States,Elyria,Ohio,44035,East,Office Supplies,Binders,1.824,1,0.7,-1.3984,6.079999999999999,3.2224000000000004,4.864,1.6415999999999995,3.0399999999999996
Standard Class,Consumer,United States,Fairfield,Ohio,45014,East,Furniture,Tables,273.06,2,0.4,-104.673,455.1,377.733,364.08000000000004,-13.652999999999963,91.02000000000004
First Class,Consumer,United States,Fairfield,Ohio,45014,East,Furniture,Tables,409.59,3,0.4,-122.877,682.65,532.467,546.12,13.65300000000002,136.53000000000003
Second Class,Consumer,United States,Fairfield,Ohio,45014,East,Office Supplies,Binders,11.808,8,0.7,-8.6592,39.35999999999999,20.4672,31.487999999999996,11.020799999999998,19.68
Standard Class,Consumer,United States,Fairfield,Ohio,45014,East,Office Supplies,Binders,13.023,1,0.7,-10.4184,43.40999999999999,23.4414,34.727999999999994,11.286599999999993,21.70499999999999
Standard Class,Consumer,United States,Fairfield,Ohio,45014,East,Office Supplies,Binders,63.924,7,0.7,-46.8776,213.07999999999996,110.80160000000001,170.46399999999997,59.66239999999996,106.53999999999996
Second Class,Consumer,United States,Fairfield,Ohio,45014,East,Technology,Phones,9.588,2,0.4,-2.0774,15.979999999999999,11.665399999999998,12.783999999999999,1.1186000000000007,3.1960000000000006
Second Class,Consumer,United States,Grove City,Ohio,43123,East,Office Supplies,Binders,3.648,2,0.7,-2.7968,12.159999999999998,6.444800000000001,9.728,3.283199999999999,6.079999999999999
Second Class,Consumer,United States,Grove City,Ohio,43123,East,Technology,Phones,119.94,10,0.4,15.992,199.9,103.948,159.92000000000002,55.97200000000002,39.98000000000002
Second Class,Consumer,United States,Kent,Ohio,44240,East,Technology,Phones,107.982,3,0.4,-26.9955,179.97,134.9775,143.976,8.998500000000007,35.99400000000001
Standard Class,Corporate,United States,Lakewood,Ohio,44107,East,Furniture,Tables,661.176,2,0.4,-231.4116,1101.96,892.5876000000001,881.5680000000001,-11.019599999999969,220.39200000000002
Standard Class,Home Office,United States,Lakewood,Ohio,44107,East,Office Supplies,Binders,6.216,4,0.7,-4.9728,20.72,11.1888,16.576,5.3872,10.36
First Class,Consumer,United States,Lakewood,Ohio,44107,East,Office Supplies,Binders,7.218,3,0.7,-5.5338,24.059999999999995,12.7518,19.247999999999998,6.496199999999998,12.029999999999998
Standard Class,Consumer,United States,Lakewood,Ohio,44107,East,Office Supplies,Binders,10.782,3,0.7,-7.9068,35.94,18.6888,28.752,10.063199999999998,17.97
First Class,Home Office,United States,Lakewood,Ohio,44107,East,Office Supplies,Binders,76.776,4,0.7,-53.7432,255.91999999999996,130.5192,204.736,74.21679999999998,127.95999999999998
Standard Class,Corporate,United States,Lakewood,Ohio,44107,East,Technology,Phones,151.188,2,0.4,-25.198,251.98,176.386,201.584,25.198000000000008,50.39600000000001
Second Class,Home Office,United States,Lakewood,Ohio,44107,East,Technology,Phones,445.44,8,0.4,-81.664,742.4,527.104,593.92,66.81599999999992,148.4799999999999
Standard Class,Consumer,United States,Lancaster,Ohio,43130,East,Furniture,Chairs,85.246,2,0.3,-1.2178,121.78,86.46379999999999,97.424,10.960200000000015,12.178000000000015
Second Class,Home Office,United States,Lancaster,Ohio,43130,East,Furniture,Tables,215.148,2,0.4,-103.9882,358.58,319.13620000000003,286.864,-32.272200000000055,71.71599999999995
Standard Class,Corporate,United States,Lancaster,Ohio,43130,East,Office Supplies,Binders,2.907,3,0.7,-2.0349,9.69,4.9419,7.752,2.8100999999999994,4.844999999999999
Standard Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Binders,8.856,6,0.7,-6.4944,29.519999999999996,15.3504,23.616,8.2656,14.759999999999998
Standard Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Binders,8.952,2,0.7,-7.46,29.839999999999996,16.412,23.872,7.460000000000001,14.920000000000002
Second Class,Home Office,United States,Lancaster,Ohio,43130,East,Office Supplies,Binders,12.201,7,0.7,-9.7608,40.669999999999995,21.9618,32.535999999999994,10.574199999999994,20.334999999999994
Standard Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Binders,456.588,2,0.7,-304.392,1521.9599999999998,760.98,1217.568,456.58799999999997,760.98
Standard Class,Consumer,United States,Lancaster,Ohio,43130,East,Technology,Machines,4499.985,5,0.7,-6599.978,14999.949999999997,11099.963,11999.96,899.9969999999994,7499.974999999999
Standard Class,Home Office,United States,Lancaster,Ohio,43130,East,Technology,Phones,1169.694,3,0.4,-253.4337,1949.49,1423.1277,1559.592,136.4643000000001,389.8980000000001
Second Class,Corporate,United States,Lorain,Ohio,44052,East,Furniture,Tables,1421.664,8,0.4,-734.5264,2369.44,2156.1904,1895.5520000000001,-260.6383999999998,473.88800000000015
Same Day,Corporate,United States,Lorain,Ohio,44052,East,Office Supplies,Binders,18.693,3,0.7,-14.3313,62.309999999999995,33.024300000000004,49.848,16.823699999999995,31.154999999999994
Standard Class,Home Office,United States,Lorain,Ohio,44052,East,Technology,Phones,2.97,1,0.4,-0.6435,4.95,3.6135,3.9600000000000004,0.34650000000000025,0.9900000000000002
Same Day,Consumer,United States,Marion,Ohio,43302,East,Furniture,Chairs,70.686,1,0.3,-24.2352,100.98000000000002,94.9212,80.78400000000002,-14.137199999999979,10.09800000000002
Standard Class,Consumer,United States,Marion,Ohio,43302,East,Furniture,Tables,136.53,1,0.4,-52.3365,227.55,188.8665,182.04000000000002,-6.826499999999982,45.51000000000002
Standard Class,Corporate,United States,Marion,Ohio,43302,East,Furniture,Tables,1548.99,9,0.4,-464.697,2581.65,2013.687,2065.32,51.633000000000266,516.3300000000003
Same Day,Consumer,United States,Marion,Ohio,43302,East,Technology,Phones,485.94,2,0.4,-89.089,809.9,575.029,647.9200000000001,72.89100000000008,161.98000000000008
First Class,Corporate,United States,Mason,Ohio,45040,East,Office Supplies,Binders,3.132,2,0.7,-2.61,10.44,5.742,8.352,2.6100000000000003,5.220000000000001
First Class,Corporate,United States,Mason,Ohio,45040,East,Office Supplies,Binders,22.428,3,0.7,-17.9424,74.75999999999999,40.370400000000004,59.80799999999999,19.43759999999999,37.37999999999999
Standard Class,Corporate,United States,Medina,Ohio,44256,East,Furniture,Bookcases,452.45,5,0.5,-244.323,904.9,696.773,723.9200000000001,27.147000000000048,271.47
Standard Class,Consumer,United States,Medina,Ohio,44256,East,Furniture,Tables,51.588,1,0.4,-15.4764,85.98,67.0644,68.784,1.7195999999999998,17.195999999999998
Standard Class,Consumer,United States,Medina,Ohio,44256,East,Office Supplies,Binders,19.242,3,0.7,-13.4694,64.13999999999999,32.7114,51.31199999999999,18.600599999999993,32.06999999999999
Standard Class,Corporate,United States,Medina,Ohio,44256,East,Technology,Machines,1188.0,9,0.7,-950.4,3959.9999999999995,2138.4,3168.0,1029.6,1980.0
Standard Class,Consumer,United States,Medina,Ohio,44256,East,Technology,Phones,50.232,7,0.4,-10.0464,83.72,60.2784,66.976,6.697600000000001,16.744
Standard Class,Corporate,United States,Medina,Ohio,44256,East,Technology,Phones,62.982,3,0.4,-14.6958,104.97,77.6778,83.976,6.298199999999994,20.993999999999993
Standard Class,Consumer,United States,Medina,Ohio,44256,East,Technology,Phones,539.964,6,0.4,-107.9928,899.9400000000002,647.9568,719.9520000000002,71.99520000000018,179.98800000000017
Same Day,Home Office,United States,Mentor,Ohio,44060,East,Furniture,Chairs,63.686,1,0.3,-15.4666,90.98,79.1526,72.784,-6.368600000000001,9.097999999999999
Same Day,Home Office,United States,Mentor,Ohio,44060,East,Furniture,Tables,344.22,2,0.4,-189.321,573.7,533.541,458.96000000000004,-74.58100000000002,114.73999999999998
Second Class,Consumer,United States,Newark,Ohio,43055,East,Furniture,Chairs,396.802,7,0.3,-11.3372,566.86,408.1392,453.48800000000006,45.34880000000004,56.686000000000035
Second Class,Corporate,United States,Newark,Ohio,43055,East,Furniture,Chairs,760.116,6,0.3,-43.4352,1085.88,803.5512,868.7040000000002,65.15280000000018,108.58800000000019
Standard Class,Consumer,United States,Newark,Ohio,43055,East,Office Supplies,Binders,3.438,2,0.7,-2.5212,11.459999999999999,5.9592,9.168,3.208799999999999,5.729999999999999
Same Day,Corporate,United States,Newark,Ohio,43055,East,Office Supplies,Binders,11.088,7,0.7,-8.1312,36.959999999999994,19.2192,29.567999999999998,10.348799999999997,18.479999999999997
First Class,Consumer,United States,Newark,Ohio,43055,East,Technology,Machines,224.937,3,0.7,-164.9538,749.79,389.8908,599.832,209.94119999999998,374.895
First Class,Consumer,United States,Newark,Ohio,43055,East,Technology,Machines,1799.994,2,0.7,-2639.9912,5999.979999999999,4439.9852,4799.9839999999995,359.9987999999994,2999.9899999999993
First Class,Consumer,United States,Newark,Ohio,43055,East,Technology,Phones,101.988,2,0.4,-16.998,169.98000000000002,118.986,135.984,16.998000000000005,33.99600000000001
Same Day,Corporate,United States,Newark,Ohio,43055,East,Technology,Phones,164.388,2,0.4,-35.6174,273.98,200.0054,219.18400000000003,19.178600000000017,54.79600000000002
Same Day,Corporate,United States,Newark,Ohio,43055,East,Technology,Phones,370.782,3,0.4,-92.6955,617.97,463.47749999999996,494.37600000000003,30.89850000000007,123.59400000000007
First Class,Consumer,United States,Parma,Ohio,44134,East,Furniture,Chairs,183.372,2,0.3,-7.8588,261.96000000000004,191.23080000000002,209.56800000000004,18.337200000000024,26.196000000000023
Standard Class,Consumer,United States,Parma,Ohio,44134,East,Furniture,Chairs,449.372,2,0.3,-12.8392,641.96,462.2112,513.5680000000001,51.35680000000008,64.19600000000008
Standard Class,Consumer,United States,Parma,Ohio,44134,East,Furniture,Chairs,1474.802,7,0.3,-21.0686,2106.86,1495.8706,1685.4880000000003,189.61740000000032,210.68600000000032
Standard Class,Consumer,United States,Parma,Ohio,44134,East,Furniture,Chairs,1537.074,9,0.3,0.0,2195.82,1537.074,1756.6560000000002,219.5820000000001,219.5820000000001
Standard Class,Consumer,United States,Springfield,Ohio,45503,East,Furniture,Bookcases,299.975,5,0.5,-167.986,599.95,467.961,479.96000000000004,11.999000000000024,179.985
Second Class,Home Office,United States,Springfield,Ohio,45503,East,Furniture,Chairs,155.372,2,0.3,-35.5136,221.96000000000004,190.8856,177.56800000000004,-13.31759999999997,22.196000000000026
Standard Class,Corporate,United States,Springfield,Ohio,45503,East,Furniture,Chairs,598.458,3,0.3,-42.747,854.94,641.2049999999999,683.9520000000001,42.747000000000185,85.49400000000018
Standard Class,Home Office,United States,Springfield,Ohio,45503,East,Furniture,Tables,330.588,1,0.4,-143.2548,550.98,473.8428,440.78400000000005,-33.05879999999996,110.19600000000003
Standard Class,Consumer,United States,Springfield,Ohio,45503,East,Office Supplies,Binders,2.313,1,0.7,-1.9275,7.709999999999999,4.2405,6.167999999999999,1.9274999999999993,3.8549999999999995
First Class,Corporate,United States,Springfield,Ohio,45503,East,Office Supplies,Binders,8.904,2,0.7,-6.5296,29.679999999999996,15.4336,23.744,8.3104,14.84
First Class,Corporate,United States,Springfield,Ohio,45503,East,Office Supplies,Binders,11.22,10,0.7,-7.48,37.4,18.700000000000003,29.92,11.219999999999999,18.7
Standard Class,Corporate,United States,Springfield,Ohio,45503,East,Office Supplies,Binders,12.828,2,0.7,-8.9796,42.75999999999999,21.8076,34.20799999999999,12.40039999999999,21.37999999999999
Same Day,Consumer,United States,Springfield,Ohio,45503,East,Office Supplies,Binders,27.36,3,0.7,-21.888,91.19999999999999,49.248000000000005,72.96,23.71199999999999,45.599999999999994
Standard Class,Home Office,United States,Springfield,Ohio,45503,East,Office Supplies,Binders,69.888,7,0.7,-46.592,232.95999999999998,116.48,186.368,69.88799999999999,116.47999999999999
First Class,Corporate,United States,Springfield,Ohio,45503,East,Technology,Machines,652.995,7,0.7,-935.9595,2176.6499999999996,1588.9545,1741.3199999999997,152.36549999999966,1088.3249999999998
Second Class,Home Office,United States,Springfield,Ohio,45503,East,Technology,Phones,15.588,2,0.4,-9.8724,25.98,25.4604,20.784000000000002,-4.6763999999999974,5.196000000000003
Standard Class,Home Office,United States,Springfield,Ohio,45503,East,Technology,Phones,41.958,7,0.4,-9.7902,69.93,51.7482,55.94400000000001,4.195800000000013,13.986000000000013
Standard Class,Consumer,United States,Springfield,Ohio,45503,East,Technology,Phones,158.376,4,0.4,-36.9544,263.96000000000004,195.3304,211.16800000000003,15.837600000000037,52.79200000000004
Standard Class,Consumer,United States,Springfield,Ohio,45503,East,Technology,Phones,259.896,2,0.4,-56.3108,433.16,316.20680000000004,346.528,30.321199999999976,86.63199999999998
Standard Class,Consumer,United States,Toledo,Ohio,43615,East,Furniture,Tables,172.11,1,0.4,-94.6605,286.85,266.7705,229.48000000000002,-37.29050000000001,57.36999999999999
First Class,Consumer,United States,Toledo,Ohio,43615,East,Office Supplies,Binders,1.641,1,0.7,-1.3128,5.469999999999999,2.9538,4.3759999999999994,1.4221999999999992,2.7349999999999994
First Class,Consumer,United States,Toledo,Ohio,43615,East,Office Supplies,Binders,4.86,3,0.7,-3.564,16.2,8.424,12.96,4.536000000000001,8.100000000000001
First Class,Consumer,United States,Toledo,Ohio,43615,East,Office Supplies,Binders,6.258,2,0.7,-5.215,20.859999999999996,11.472999999999999,16.688,5.215,10.43
Standard Class,Home Office,United States,Toledo,Ohio,43615,East,Office Supplies,Binders,22.428,3,0.7,-17.9424,74.75999999999999,40.370400000000004,59.80799999999999,19.43759999999999,37.37999999999999
Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Office Supplies,Binders,55.47,5,0.7,-46.225,184.89999999999998,101.695,147.92,46.224999999999994,92.44999999999999
Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Office Supplies,Binders,166.92,13,0.7,-116.844,556.3999999999999,283.764,445.1199999999999,161.35599999999988,278.1999999999999
Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Technology,Phones,26.376,4,0.4,2.6376,43.96,23.738400000000002,35.168,11.429599999999997,8.791999999999998
Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Technology,Phones,107.118,3,0.4,-21.4236,178.53,128.5416,142.824,14.282400000000024,35.706000000000024
Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Technology,Phones,118.782,3,0.4,-27.7158,197.97,146.49779999999998,158.376,11.878200000000021,39.59400000000002
Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Technology,Phones,235.188,2,0.4,-43.1178,391.98,278.3058,313.58400000000006,35.27820000000008,78.39600000000009
First Class,Consumer,United States,Toledo,Ohio,43615,East,Technology,Phones,629.958,7,0.4,94.4937,1049.93,535.4643,839.9440000000001,304.4797000000001,209.9860000000001
Standard Class,Consumer,United States,Toledo,Ohio,43615,East,Technology,Phones,1502.376,4,0.4,-250.396,2503.96,1752.772,2003.1680000000001,250.39600000000019,500.79200000000014
Second Class,Corporate,United States,Troy,Ohio,45373,East,Furniture,Bookcases,482.94,6,0.5,-376.6932,965.88,859.6332,772.7040000000001,-86.92919999999992,289.76400000000007
First Class,Home Office,United States,Troy,Ohio,45373,East,Furniture,Chairs,899.43,5,0.3,-12.849,1284.9,912.279,1027.92,115.64100000000008,128.49000000000007
First Class,Home Office,United States,Troy,Ohio,45373,East,Furniture,Tables,455.97,5,0.4,-106.393,759.95,562.363,607.96,45.59699999999998,151.98999999999998
First Class,Home Office,United States,Troy,Ohio,45373,East,Office Supplies,Binders,5.715,5,0.7,-4.7625,19.049999999999997,10.4775,15.239999999999998,4.762499999999999,9.524999999999999
Standard Class,Consumer,United States,Troy,Ohio,45373,East,Office Supplies,Binders,10.332,3,0.7,-7.5768,34.44,17.9088,27.552,9.6432,17.22
First Class,Home Office,United States,Troy,Ohio,45373,East,Office Supplies,Binders,14.832,3,0.7,-10.3824,49.44,25.2144,39.552,14.337599999999998,24.72
Standard Class,Home Office,United States,Troy,Ohio,45373,East,Office Supplies,Binders,121.104,6,0.7,-100.92,403.67999999999995,222.024,322.94399999999996,100.91999999999996,201.83999999999997
Standard Class,Corporate,United States,Troy,Ohio,45373,East,Technology,Phones,23.976,4,0.4,-15.5844,39.96,39.5604,31.968000000000004,-7.592399999999998,7.992000000000003
First Class,Home Office,United States,Troy,Ohio,45373,East,Technology,Phones,57.594,1,0.4,-11.5188,95.99000000000001,69.11280000000001,76.79200000000002,7.679200000000009,19.198000000000008
Second Class,Consumer,United States,Troy,Ohio,45373,East,Technology,Phones,1022.97,5,0.4,-255.7425,1704.95,1278.7125,1363.96,85.24749999999995,340.98999999999995
Standard Class,Home Office,United States,Allentown,Pennsylvania,18103,East,Office Supplies,Binders,99.588,2,0.7,-82.99,331.9599999999999,182.57799999999997,265.5679999999999,82.98999999999995,165.97999999999996
First Class,Corporate,United States,Altoona,Pennsylvania,16602,East,Office Supplies,Binders,4.419,3,0.7,-3.3879,14.729999999999997,7.8069,11.783999999999999,3.977099999999999,7.364999999999999
First Class,Consumer,United States,Bethlehem,Pennsylvania,18018,East,Furniture,Bookcases,177.45,5,0.5,-78.078,354.9,255.528,283.92,28.392000000000024,106.47000000000003
Second Class,Corporate,United States,Bethlehem,Pennsylvania,18018,East,Furniture,Chairs,99.372,2,0.3,-7.098,141.96,106.47,113.56800000000001,7.098000000000013,14.196000000000012
First Class,Consumer,United States,Bethlehem,Pennsylvania,18018,East,Office Supplies,Binders,1369.764,6,0.7,-913.176,4565.879999999999,2282.94,3652.7039999999997,1369.7639999999997,2282.9399999999996
Standard Class,Consumer,United States,Chester,Pennsylvania,19013,East,Furniture,Chairs,170.058,3,0.3,-4.8588,242.94,174.9168,194.352,19.43520000000001,24.294000000000008
Standard Class,Consumer,United States,Chester,Pennsylvania,19013,East,Furniture,Chairs,853.93,5,0.3,0.0,1219.9,853.93,975.9200000000001,121.99000000000012,121.99000000000012
